Timestamp,X3,X1,X2,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36
2025/01/14 05:16:14 PM GMT+3,Bachelor's Degree,Female,25 - 34,Quite often,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Very often,Sometimes,Sometimes,Quite often,Quite often,Sometimes,Sometimes,Very often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Almost never,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Almost never
2025/01/10 10:26:20 PM GMT+3,Bachelor's Degree,Female,45 - 54,Quite often,Sometimes,Very often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Quite often,Sometimes,Never,Very often,Sometimes,Very often,Sometimes,Very often,Never,Sometimes,Sometimes,Almost never,Very often,Very often,Sometimes,Very often,Never,Almost never,Almost never
2025/01/18 07:33:16 AM GMT+3,Bachelor's Degree,Female,35 - 44,Sometimes,Sometimes,Quite often,Quite often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Never,Quite often,Quite often,Sometimes,Very often,Almost never,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Never,Very often,Sometimes
2025/01/22 01:20:20 PM GMT+3,Bachelor's Degree,Female,55 and above,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Quite often,Very often,Sometimes,Very often,Very often,Sometimes,Sometimes,Very often,Sometimes,Never,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Almost never,Sometimes,Almost never
2025/01/12 10:19:11 AM GMT+3,Bachelor's Degree,Female,25 - 34,Sometimes,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Sometimes,Almost never,Almost never,Very often,Sometimes,Almost never,Sometimes,Quite often,Quite often,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Almost never
2025/01/23 10:04:24 AM GMT+3,Bachelor's Degree,Female,55 and above,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Very often,Sometimes,Very often,Sometimes,Very often,Never,Quite often,Quite often,Sometimes,Sometimes,Very often,Very often,Very often,Sometimes,Very often,Sometimes,Quite often,Sometimes,Very often,Very often,Sometimes,Very often,Never,Sometimes,Very often,Almost never
2025/01/01 06:49:51 PM GMT+3,Bachelor's Degree,Male,45 - 54,Sometimes,Very often,Quite often,Quite often,Very often,Very often,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Almost never,Quite often,Sometimes,Quite often,Almost never,Sometimes,Quite often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Almost never
2025/01/10 07:12:29 PM GMT+3,Bachelor's Degree,Female,25 - 34,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Very often,Never,Sometimes,Sometimes,Quite often,Sometimes,Very often,Very often,Sometimes,Very often,Sometimes,Almost never,Very often,Very often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Almost never
2025/01/17 09:55:09 PM GMT+3,Bachelor's Degree,Female,45 - 54,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Very often,Quite often,Quite often,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Sometimes,Very often,Quite often,Quite often,Very often,Almost never,Very often,Very often,Sometimes,Sometimes,Almost never,Almost never,Almost never
2025/01/16 07:46:21 AM GMT+3,Bachelor's Degree,Other,55 and above,Quite often,Almost never,Sometimes,Very often,Sometimes,Very often,Quite often,Sometimes,Very often,Very often,Quite often,Quite often,Sometimes,Quite often,Almost never,Sometimes,Sometimes,Quite often,Very often,Quite often,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Almost never
2025/01/08 03:36:43 PM GMT+3,Bachelor's Degree,Male,45 - 54,Sometimes,Almost never,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Quite often,Sometimes,Never,Very often,Very often,Very often,Sometimes,Very often,Quite often,Sometimes,Quite often,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Almost never
2025/01/09 01:59:13 AM GMT+3,Bachelor's Degree,Female,35 - 44,Never,Quite often,Quite often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Quite often,Very often,Sometimes,Quite often,Very often,Almost never,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Very often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Almost never
2025/01/12 01:17:57 PM GMT+3,Bachelor's Degree,Female,25 - 34,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Never,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Almost never
2025/01/07 04:30:27 AM GMT+3,Bachelor's Degree,Male,55 and above,Quite often,Sometimes,Quite often,Quite often,Very often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Very often,Quite often,Sometimes,Very often,Very often,Sometimes,Never,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Almost never
2025/01/18 09:15:28 PM GMT+3,Bachelor's Degree,Male,18 - 24,Sometimes,Sometimes,Quite often,Sometimes,Very often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Very often,Sometimes,Very often,Quite often,Sometimes,Sometimes,Sometimes,Never,Very often,Quite often,Sometimes,Almost never,Very often,Sometimes,Very often,Very often,Very often,Sometimes,Sometimes
2025/01/20 01:16:19 AM GMT+3,Bachelor's Degree,Male,35 - 44,Never,Quite often,Quite often,Very often,Very often,Very often,Sometimes,Very often,Very often,Sometimes,Quite often,Quite often,Very often,Very often,Almost never,Very often,Sometimes,Sometimes,Sometimes,Never,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Very often,Almost never,Sometimes,Almost never
2025/01/11 08:58:49 PM GMT+3,Bachelor's Degree,Male,55 and above,Quite often,Sometimes,Quite often,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Quite often,Sometimes,Very often,Very often,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Very often,Very often,Sometimes,Sometimes,Sometimes,Never,Very often,Sometimes
2025/01/17 12:05:50 PM GMT+3,Bachelor's Degree,Male,25 - 34,Quite often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Never,Almost never,Sometimes,Sometimes,Very often,Almost never,Very often,Sometimes,Very often,Very often,Quite often,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never
2025/01/25 03:51:06 AM GMT+3,Bachelor's Degree,Female,35 - 44,Never,Sometimes,Quite often,Quite often,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Quite often,Very often,Sometimes,Very often,Almost never,Sometimes,Sometimes,Almost never,Almost never,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes
2025/01/13 06:37:27 AM GMT+3,Bachelor's Degree,Female,45 - 54,Quite often,Quite often,Quite often,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Very often,Very often,Sometimes,Sometimes,Very often,Sometimes,Very often,Sometimes,Quite often,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Almost never
2025/01/15 09:34:59 PM GMT+3,Bachelor's Degree,Female,25 - 34,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Quite often,Very often,Sometimes,Almost never,Very often,Almost never,Quite often,Very often,Never,Very often,Never,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Never,Almost never
2025/01/18 10:56:08 PM GMT+3,Bachelor's Degree,Female,55 and above,Sometimes,Sometimes,Quite often,Very often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Quite often,Very often,Sometimes,Almost never,Sometimes,Very often,Sometimes,Quite often,Sometimes,Quite often,Very often,Very often,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Almost never
2025/01/23 07:58:09 AM GMT+3,Bachelor's Degree,Female,45 - 54,Never,Sometimes,Quite often,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Quite often,Quite often,Very often,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Very often,Sometimes,Very often,Quite often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Almost never
2025/01/01 03:31:58 PM GMT+3,Bachelor's Degree,Female,35 - 44,Sometimes,Very often,Quite often,Very often,Sometimes,Very often,Sometimes,Sometimes,Never,Sometimes,Sometimes,Quite often,Sometimes,Sometimes,Very often,Almost never,Very often,Very often,Sometimes,Almost never,Almost never,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Very often,Almost never
2025/01/03 09:39:15 PM GMT+3,Bachelor's Degree,Female,25 - 34,Sometimes,Quite often,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Very often,Sometimes,Very often,Quite often,Sometimes,Quite often,Very often,Very often,Sometimes,Sometimes,Almost never,Very often,Never,Quite often,Very often,Very often,Very often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Almost never
2025/01/15 07:36:47 PM GMT+3,Bachelor's Degree,Male,18 - 24,Sometimes,Sometimes,Quite often,Very often,Very often,Sometimes,Quite often,Sometimes,Sometimes,Very often,Quite often,Sometimes,Sometimes,Sometimes,Almost never,Never,Very often,Sometimes,Very often,Quite often,Sometimes,Sometimes,Sometimes,Almost never,Very often,Sometimes,Very often,Sometimes,Sometimes,Very often,Almost never
2025/01/18 06:37:40 PM GMT+3,Bachelor's Degree,Female,35 - 44,Sometimes,Sometimes,Quite often,Very often,Very often,Sometimes,Sometimes,Sometimes,Never,Very often,Sometimes,Sometimes,Quite often,Sometimes,Never,Sometimes,Very often,Quite often,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Almost never,Sometimes,Sometimes,Very often,Sometimes,Very often,Almost never,Sometimes
2025/01/03 04:13:26 PM GMT+3,Bachelor's Degree,Male,18 - 24,Sometimes,Almost never,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Quite often,Quite often,Sometimes,Quite often,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Very often,Very often,Sometimes,Almost never
2025/01/07 03:10:05 AM GMT+3,Bachelor's Degree,Female,55 and above,Quite often,Sometimes,Very often,Very often,Very often,Sometimes,Quite often,Sometimes,Very often,Sometimes,Quite often,Sometimes,Very often,Quite often,Sometimes,Almost never,Sometimes,Sometimes,Very often,Sometimes,Very often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Almost never
2025/01/25 05:29:32 AM GMT+3,Bachelor's Degree,Male,45 - 54,Never,Very often,Sometimes,Quite often,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Very often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Very often,Almost never
2025/01/11 12:40:24 AM GMT+3,Bachelor's Degree,Female,18 - 24,Sometimes,Sometimes,Quite often,Very often,Very often,Very often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Very often,Sometimes,Sometimes,Quite often,Very often,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Very often,Almost never
2025/01/09 08:40:16 PM GMT+3,Bachelor's Degree,Female,35 - 44,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Very often,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Very often,Almost never,Sometimes,Very often,Sometimes,Very often,Sometimes,Quite often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
2025/01/22 07:39:55 AM GMT+3,Bachelor's Degree,Male,18 - 24,Quite often,Almost never,Quite often,Quite often,Very often,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Almost never,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Almost never
2025/01/06 01:55:48 AM GMT+3,Bachelor's Degree,Female,55 and above,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Very often,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Very often,Very often,Very often,Very often,Almost never,Very often,Very often,Very often,Sometimes,Very often,Sometimes,Almost never
2025/01/05 09:40:57 PM GMT+3,Bachelor's Degree,Female,35 - 44,Sometimes,Sometimes,Quite often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Quite often,Very often,Quite often,Sometimes,Quite often,Very often,Sometimes,Very often,Very often,Very often,Almost never,Very often,Sometimes,Sometimes,Very often,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never
2025/01/13 08:46:20 AM GMT+3,Bachelor's Degree,Female,45 - 54,Sometimes,Sometimes,Almost never,Very often,Quite often,Sometimes,Very often,Sometimes,Very often,Very often,Sometimes,Very often,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Almost never,Never,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Almost never,Sometimes
2025/01/04 09:32:03 PM GMT+3,Bachelor's Degree,Male,45 - 54,Sometimes,Quite often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Very often,Sometimes,Never,Very often,Very often,Sometimes,Sometimes,Very often,Almost never,Sometimes,Very often,Very often,Sometimes,Very often,Very often,Very often,Sometimes,Very often,Almost never
2025/01/03 07:09:08 AM GMT+3,Bachelor's Degree,Female,35 - 44,Quite often,Sometimes,Quite often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Never,Very often,Quite often,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Very often,Quite often,Quite often,Very often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Almost never
2025/01/13 09:47:53 AM GMT+3,Bachelor's Degree,Female,18 - 24,Quite often,Sometimes,Quite often,Very often,Quite often,Very often,Sometimes,Sometimes,Sometimes,Quite often,Never,Quite often,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Almost never,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never
2025/01/09 04:39:58 AM GMT+3,Bachelor's Degree,Female,35 - 44,Sometimes,Sometimes,Quite often,Quite often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Almost never,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Very often,Sometimes,Quite often,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Very often,Very often,Sometimes,Almost never
2025/01/09 10:34:40 PM GMT+3,Bachelor's Degree,Male,18 - 24,Very often,Almost never,Quite often,Very often,Sometimes,Very often,Sometimes,Very often,Quite often,Very often,Sometimes,Quite often,Very often,Sometimes,Almost never,Quite often,Sometimes,Sometimes,Very often,Quite often,Sometimes,Almost never,Very often,Sometimes,Sometimes,Never,Very often,Sometimes,Sometimes,Sometimes,Almost never
2025/01/08 05:29:53 PM GMT+3,Bachelor's Degree,Female,45 - 54,Sometimes,Sometimes,Quite often,Quite often,Very often,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Almost never,Sometimes,Never,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Sometimes,Very often,Very often,Very often,Never,Sometimes,Very often,Almost never
2025/01/06 07:09:36 PM GMT+3,Bachelor's Degree,Female,25 - 34,Sometimes,Almost never,Quite often,Quite often,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Very often,Very often,Almost never,Sometimes,Sometimes,Almost never,Quite often,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Almost never,Very often,Almost never
2025/01/09 10:56:10 AM GMT+3,Bachelor's Degree,Female,35 - 44,Sometimes,Very often,Quite often,Sometimes,Sometimes,Very often,Quite often,Sometimes,Never,Sometimes,Quite often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Very often,Very often,Sometimes,Sometimes,Almost never,Sometimes,Very often,Sometimes,Never,Sometimes,Never,Almost never
2025/01/08 05:18:38 PM GMT+3,Bachelor's Degree,Female,55 and above,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Very often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Almost never,Sometimes,Almost never
2025/01/09 10:16:15 PM GMT+3,Bachelor's Degree,Female,55 and above,Sometimes,Sometimes,Very often,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Never,Very often,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Very often,Very often,Very often,Very often,Almost never
2025/01/11 04:09:56 AM GMT+3,Bachelor's Degree,Female,35 - 44,Never,Sometimes,Quite often,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Quite often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Quite often,Very often,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never
2025/01/09 08:18:00 AM GMT+3,Bachelor's Degree,Female,45 - 54,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Almost never,Very often,Almost never,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Almost never
2025/01/06 06:40:51 PM GMT+3,Bachelor's Degree,Female,35 - 44,Never,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Quite often,Very often,Sometimes,Never,Almost never,Almost never,Sometimes,Very often,Sometimes,Very often,Sometimes,Very often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never
2025/01/02 09:40:26 PM GMT+3,Bachelor's Degree,Female,55 and above,Quite often,Sometimes,Almost never,Quite often,Quite often,Very often,Sometimes,Quite often,Sometimes,Sometimes,Quite often,Sometimes,Quite often,Never,Very often,Very often,Very often,Sometimes,Sometimes,Very often,Never,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Never,Almost never
2025/01/24 11:47:56 PM GMT+3,Bachelor's Degree,Male,18 - 24,Sometimes,Quite often,Quite often,Quite often,Very often,Very often,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Never,Almost never,Sometimes,Very often,Sometimes,Almost never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Very often,Very often,Sometimes,Almost never,Almost never
2025/01/13 03:47:00 AM GMT+3,Bachelor's Degree,Male,25 - 34,Sometimes,Sometimes,Quite often,Very often,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Never,Quite often,Sometimes,Sometimes,Very often,Very often,Never,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Very often,Sometimes,Very often,Sometimes,Sometimes,Very often,Almost never
2025/01/18 05:28:58 PM GMT+3,Bachelor's Degree,Female,18 - 24,Sometimes,Sometimes,Quite often,Sometimes,Very often,Very often,Very often,Sometimes,Very often,Sometimes,Sometimes,Very often,Very often,Very often,Very often,Never,Sometimes,Sometimes,Very often,Quite often,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes
2025/01/23 09:46:49 PM GMT+3,Bachelor's Degree,Female,18 - 24,Quite often,Sometimes,Sometimes,Quite often,Very often,Very often,Quite often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Very often,Sometimes,Sometimes,Almost never
2025/01/15 12:39:57 AM GMT+3,Bachelor's Degree,Female,25 - 34,Very often,Sometimes,Quite often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Almost never,Very often,Never,Sometimes,Very often,Very often,Sometimes,Sometimes,Never,Sometimes,Almost never,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Almost never
2025/01/16 04:44:52 PM GMT+3,Bachelor's Degree,Female,55 and above,Very often,Sometimes,Quite often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Never,Sometimes,Quite often,Quite often,Sometimes,Sometimes,Almost never,Almost never,Almost never,Sometimes,Very often,Sometimes,Quite often,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
2025/01/19 06:16:20 PM GMT+3,Bachelor's Degree,Female,45 - 54,Sometimes,Almost never,Quite often,Very often,Quite often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Very often,Very often,Sometimes,Sometimes,Sometimes,Almost never,Very often,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Almost never
2025/01/23 10:45:43 PM GMT+3,Bachelor's Degree,Other,55 and above,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Quite often,Sometimes,Very often,Never,Sometimes,Sometimes,Almost never,Very often,Quite often,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Very often,Sometimes,Almost never,Sometimes,Almost never
2025/01/01 03:59:26 PM GMT+3,Bachelor's Degree,Male,25 - 34,Sometimes,Sometimes,Quite often,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Quite often,Never,Sometimes,Very often,Very often,Sometimes,Quite often,Sometimes,Sometimes,Almost never,Never,Very often,Very often,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Almost never
2025/01/15 12:36:45 AM GMT+3,Bachelor's Degree,Female,25 - 34,Sometimes,Almost never,Almost never,Quite often,Very often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Quite often,Sometimes,Sometimes,Never,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Almost never
2025/01/15 05:49:23 PM GMT+3,Bachelor's Degree,Female,25 - 34,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Almost never,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Almost never,Almost never
2025/01/18 02:32:30 PM GMT+3,Bachelor's Degree,Female,45 - 54,Very often,Very often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Quite often,Very often,Sometimes,Very often,Quite often,Sometimes,Very often,Very often,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Very often,Never,Sometimes
2025/01/11 05:53:10 PM GMT+3,Bachelor's Degree,Female,45 - 54,Sometimes,Quite often,Very often,Sometimes,Sometimes,Very often,Very often,Sometimes,Very often,Sometimes,Never,Very often,Sometimes,Never,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Quite often,Never,Very often,Sometimes,Sometimes,Very often,Sometimes,Very often,Sometimes,Sometimes,Very often,Sometimes
2025/01/23 02:12:58 AM GMT+3,Bachelor's Degree,Female,35 - 44,Sometimes,Sometimes,Quite often,Very often,Very often,Sometimes,Sometimes,Quite often,Very often,Sometimes,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Quite often,Almost never,Sometimes,Almost never,Sometimes,Sometimes,Quite often,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Sometimes,Very often,Sometimes
2025/01/20 12:24:32 PM GMT+3,Bachelor's Degree,Male,25 - 34,Sometimes,Sometimes,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Almost never,Never,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never
2025/01/23 07:25:25 AM GMT+3,Bachelor's Degree,Male,45 - 54,Sometimes,Sometimes,Quite often,Sometimes,Quite often,Very often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Almost never,Quite often,Sometimes,Never,Very often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Very often,Sometimes,Very often,Sometimes,Never,Sometimes,Almost never
2025/01/23 10:57:47 AM GMT+3,Bachelor's Degree,Male,45 - 54,Quite often,Very often,Sometimes,Very often,Quite often,Sometimes,Quite often,Sometimes,Quite often,Quite often,Quite often,Quite often,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Very often,Almost never,Sometimes,Almost never,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes
2025/01/18 05:28:15 AM GMT+3,Bachelor's Degree,Female,25 - 34,Sometimes,Quite often,Very often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Almost never,Very often,Sometimes,Sometimes,Almost never,Very often,Sometimes,Sometimes,Sometimes,Almost never,Very often,Almost never
